,Bid,Ask
2018-06-29 05:01:32.410,1.1654200000000001,1.16545
2018-06-29 05:01:32.468,1.1654200000000001,1.16544
2018-06-29 05:01:32.487,1.16543,1.16544
2018-06-29 05:01:32.500,1.1654200000000001,1.16544
2018-06-29 05:01:32.600,1.1654200000000001,1.16543
2018-06-29 05:01:32.751,1.1654200000000001,1.16544
2018-06-29 05:01:33.579,1.16543,1.16544
2018-06-29 05:01:33.636,1.16543,1.16545
2018-06-29 05:01:36.602,1.1654200000000001,1.16544
2018-06-29 05:01:36.664,1.1654200000000001,1.16543
2018-06-29 05:01:36.688,1.16541,1.16543
2018-06-29 05:01:36.826,1.16541,1.1654200000000001
2018-06-29 05:01:37.180,1.1654,1.1654200000000001
2018-06-29 05:01:37.203,1.16541,1.16543
2018-06-29 05:01:37.711,1.16541,1.16544
2018-06-29 05:01:37.749,1.1654200000000001,1.16544
2018-06-29 05:01:37.827,1.16543,1.16545
2018-06-29 05:01:37.845,1.16544,1.16546
2018-06-29 05:01:37.851,1.16544,1.16547
2018-06-29 05:01:37.882,1.16545,1.16547
2018-06-29 05:01:38.586,1.16546,1.16547
2018-06-29 05:01:38.899,1.16545,1.16547
2018-06-29 05:01:38.910,1.16545,1.1654799999999998
2018-06-29 05:01:38.921,1.16545,1.16547
2018-06-29 05:01:38.927,1.16544,1.16547
2018-06-29 05:01:38.939,1.16544,1.16546
2018-06-29 05:01:38.974,1.16544,1.16545
2018-06-29 05:01:38.992,1.1654200000000001,1.16545
2018-06-29 05:01:39.013,1.1654200000000001,1.16544
2018-06-29 05:01:39.076,1.16541,1.16544
2018-06-29 05:01:39.119,1.16541,1.16543
2018-06-29 05:01:39.452,1.1654,1.16543
2018-06-29 05:01:39.483,1.16541,1.16543
2018-06-29 05:01:40.127,1.16541,1.16544
2018-06-29 05:01:40.131,1.16543,1.16544
2018-06-29 05:01:40.875,1.16543,1.16545
2018-06-29 05:01:40.886,1.16544,1.16545
2018-06-29 05:01:40.900,1.16544,1.16547
2018-06-29 05:01:40.916,1.16545,1.16547
2018-06-29 05:01:40.928,1.16546,1.1654799999999998
2018-06-29 05:01:41.025,1.16546,1.16549
2018-06-29 05:01:41.068,1.16546,1.1654799999999998
2018-06-29 05:01:41.194,1.16547,1.16549
2018-06-29 05:01:41.368,1.16547,1.1655
2018-06-29 05:01:41.436,1.16547,1.16549
2018-06-29 05:01:42.198,1.16546,1.1654799999999998
2018-06-29 05:01:43.969,1.16546,1.16547
2018-06-29 05:01:43.982,1.16543,1.16546
2018-06-29 05:01:44.036,1.16543,1.16545
2018-06-29 05:01:44.057,1.16543,1.16546
2018-06-29 05:01:44.062,1.16543,1.16545
2018-06-29 05:01:44.077,1.1654200000000001,1.16545
2018-06-29 05:01:44.166,1.16543,1.16545
2018-06-29 05:01:45.024,1.16544,1.16545
2018-06-29 05:01:45.033,1.16545,1.16545
2018-06-29 05:01:45.052,1.16545,1.16546
2018-06-29 05:01:45.063,1.16546,1.16547
2018-06-29 05:01:45.141,1.16546,1.1654799999999998
2018-06-29 05:01:45.171,1.16547,1.1654799999999998
2018-06-29 05:01:45.603,1.16546,1.1654799999999998
2018-06-29 05:01:47.914,1.16547,1.1654799999999998
2018-06-29 05:01:47.998,1.16546,1.1654799999999998
2018-06-29 05:01:49.037,1.16545,1.1654799999999998
2018-06-29 05:01:49.161,1.16546,1.1654799999999998
2018-06-29 05:01:50.101,1.16545,1.1654799999999998
2018-06-29 05:01:50.167,1.16545,1.16547
2018-06-29 05:01:51.585,1.16546,1.16547
2018-06-29 05:01:52.632,1.16546,1.1654799999999998
2018-06-29 05:01:55.221,1.16547,1.1654799999999998
2018-06-29 05:01:55.449,1.1654799999999998,1.16549
2018-06-29 05:01:55.469,1.16549,1.16549
2018-06-29 05:01:55.471,1.16549,1.1655200000000001
2018-06-29 05:01:55.500,1.1655,1.1655200000000001
2018-06-29 05:01:55.584,1.1655,1.16553
2018-06-29 05:01:55.656,1.16551,1.16553
2018-06-29 05:01:55.711,1.16551,1.1655200000000001
2018-06-29 05:01:55.761,1.16551,1.16553
2018-06-29 05:01:55.767,1.1655,1.16553
2018-06-29 05:01:55.809,1.16551,1.16553
2018-06-29 05:01:55.848,1.16551,1.16554
2018-06-29 05:01:55.918,1.1655200000000001,1.16554
2018-06-29 05:01:55.956,1.16551,1.16553
2018-06-29 05:01:55.967,1.1655,1.16553
2018-06-29 05:01:55.984,1.1655,1.1655200000000001
2018-06-29 05:01:55.995,1.16549,1.1655200000000001
2018-06-29 05:01:56.058,1.16549,1.16551
2018-06-29 05:01:56.076,1.1654799999999998,1.16551
2018-06-29 05:01:56.083,1.1654799999999998,1.1655
2018-06-29 05:01:56.088,1.16547,1.1655
2018-06-29 05:01:56.105,1.16546,1.16549
2018-06-29 05:01:56.170,1.16546,1.1654799999999998
2018-06-29 05:01:56.174,1.16545,1.1654799999999998
2018-06-29 05:01:56.201,1.16545,1.16547
2018-06-29 05:01:56.203,1.16544,1.16547
2018-06-29 05:01:56.216,1.16544,1.16546
2018-06-29 05:01:56.222,1.16543,1.16546
2018-06-29 05:01:56.241,1.1654200000000001,1.16546
2018-06-29 05:01:56.248,1.1654200000000001,1.16545
2018-06-29 05:01:56.274,1.16543,1.16545
2018-06-29 05:01:56.284,1.1654200000000001,1.16544
2018-06-29 05:01:56.360,1.16543,1.16544
2018-06-29 05:01:56.421,1.1654200000000001,1.16544
2018-06-29 05:01:56.581,1.1654200000000001,1.16545
2018-06-29 05:01:56.591,1.1654200000000001,1.16544
2018-06-29 05:01:56.607,1.16541,1.16544
2018-06-29 05:01:56.648,1.16541,1.16543
2018-06-29 05:01:57.706,1.16541,1.16544
2018-06-29 05:01:58.873,1.16541,1.16543
2018-06-29 05:02:02.071,1.16541,1.1654200000000001
2018-06-29 05:02:02.078,1.16541,1.16541
2018-06-29 05:02:02.080,1.1654,1.16541
2018-06-29 05:02:02.082,1.16539,1.1654
2018-06-29 05:02:02.086,1.16539,1.16539
2018-06-29 05:02:02.090,1.16539,1.1653799999999999
2018-06-29 05:02:02.096,1.16539,1.16539
2018-06-29 05:02:02.104,1.16539,1.16536
2018-06-29 05:02:02.106,1.16539,1.16537
2018-06-29 05:02:02.108,1.16539,1.16536
2018-06-29 05:02:02.110,1.16533,1.16534
2018-06-29 05:02:02.112,1.16533,1.16536
2018-06-29 05:02:02.135,1.16533,1.16533
2018-06-29 05:02:02.139,1.16534,1.16533
2018-06-29 05:02:02.141,1.16533,1.16533
2018-06-29 05:02:02.156,1.1653200000000001,1.16533
2018-06-29 05:02:02.162,1.1653200000000001,1.1653200000000001
2018-06-29 05:02:02.177,1.1653,1.1653200000000001
2018-06-29 05:02:02.188,1.1653,1.16531
2018-06-29 05:02:02.211,1.1653,1.1653200000000001
2018-06-29 05:02:02.224,1.16531,1.1653200000000001
2018-06-29 05:02:02.334,1.1653,1.1653200000000001
2018-06-29 05:02:02.453,1.16531,1.1653200000000001
2018-06-29 05:02:02.736,1.16531,1.1653
2018-06-29 05:02:02.738,1.16529,1.1653
2018-06-29 05:02:02.761,1.16529,1.16531
2018-06-29 05:02:02.795,1.16529,1.1653200000000001
2018-06-29 05:02:02.813,1.1652799999999999,1.1653200000000001
2018-06-29 05:02:02.836,1.1652799999999999,1.16531
2018-06-29 05:02:02.863,1.16529,1.16531
2018-06-29 05:02:02.887,1.1653,1.16531
2018-06-29 05:02:02.913,1.1653,1.1653200000000001
2018-06-29 05:02:02.915,1.16531,1.1653200000000001
2018-06-29 05:02:03.027,1.16531,1.1653
2018-06-29 05:02:03.029,1.1652799999999999,1.1653
2018-06-29 05:02:03.041,1.1652799999999999,1.1652799999999999
2018-06-29 05:02:03.093,1.1652799999999999,1.16529
2018-06-29 05:02:03.108,1.1652799999999999,1.1652799999999999
2018-06-29 05:02:03.127,1.16527,1.16529
2018-06-29 05:02:03.136,1.1652799999999999,1.16529
2018-06-29 05:02:03.177,1.16529,1.1653
2018-06-29 05:02:03.212,1.16529,1.16531
2018-06-29 05:02:03.223,1.1653,1.16531
2018-06-29 05:02:03.241,1.1653,1.1653200000000001
2018-06-29 05:02:03.317,1.16531,1.1653200000000001
2018-06-29 05:02:03.832,1.1653,1.1653200000000001
2018-06-29 05:02:03.834,1.1653,1.16531
2018-06-29 05:02:03.837,1.1653,1.16529
2018-06-29 05:02:03.842,1.1652799999999999,1.16531
2018-06-29 05:02:03.845,1.1652799999999999,1.16529
2018-06-29 05:02:03.849,1.16529,1.16531
2018-06-29 05:02:03.866,1.16529,1.1653200000000001
2018-06-29 05:02:03.966,1.1653,1.1653200000000001
2018-06-29 05:02:03.971,1.16531,1.1653200000000001
2018-06-29 05:02:03.973,1.16531,1.16533
2018-06-29 05:02:03.997,1.16531,1.1653200000000001
2018-06-29 05:02:05.557,1.16531,1.16533
2018-06-29 05:02:07.222,1.1653200000000001,1.16533
2018-06-29 05:02:07.246,1.1653200000000001,1.16534
2018-06-29 05:02:07.286,1.1653200000000001,1.16533
2018-06-29 05:02:07.289,1.16533,1.16534
2018-06-29 05:02:07.298,1.1653200000000001,1.16535
2018-06-29 05:02:07.300,1.16533,1.16535
2018-06-29 05:02:07.310,1.16534,1.16535
2018-06-29 05:02:07.323,1.16534,1.16536
2018-06-29 05:02:07.403,1.16534,1.16535
2018-06-29 05:02:07.440,1.16534,1.16536
2018-06-29 05:02:07.449,1.16535,1.16536
2018-06-29 05:02:07.492,1.16535,1.1653799999999999
2018-06-29 05:02:07.525,1.16536,1.1653799999999999
2018-06-29 05:02:07.581,1.16537,1.1653799999999999
2018-06-29 05:02:07.610,1.1653799999999999,1.16539
2018-06-29 05:02:07.630,1.16537,1.16539
2018-06-29 05:02:07.632,1.16537,1.1654
2018-06-29 05:02:07.719,1.1653799999999999,1.1654
2018-06-29 05:02:07.724,1.16539,1.16541
2018-06-29 05:02:07.746,1.16539,1.1654200000000001
2018-06-29 05:02:07.761,1.1654,1.16543
2018-06-29 05:02:07.781,1.16541,1.16543
2018-06-29 05:02:07.828,1.1654200000000001,1.16543
2018-06-29 05:02:07.868,1.16541,1.16543
2018-06-29 05:02:07.892,1.1654200000000001,1.16543
2018-06-29 05:02:08.003,1.16541,1.16543
2018-06-29 05:02:09.329,1.1654200000000001,1.16543
2018-06-29 05:02:09.478,1.1654200000000001,1.16544
2018-06-29 05:02:10.066,1.16541,1.16544
2018-06-29 05:02:14.791,1.1654200000000001,1.16544
2018-06-29 05:02:16.356,1.16541,1.16543
2018-06-29 05:02:16.802,1.1654200000000001,1.16543
2018-06-29 05:02:16.828,1.16541,1.16543
2018-06-29 05:02:18.687,1.1654200000000001,1.16545
2018-06-29 05:02:18.700,1.16543,1.16545
2018-06-29 05:02:18.709,1.16545,1.16546
2018-06-29 05:02:18.734,1.16544,1.16546
2018-06-29 05:02:18.776,1.16544,1.16547
2018-06-29 05:02:18.816,1.16544,1.16546
2018-06-29 05:02:18.821,1.16545,1.16546
2018-06-29 05:02:18.831,1.16546,1.1654799999999998
2018-06-29 05:02:18.835,1.16546,1.16549
2018-06-29 05:02:18.991,1.16546,1.1654799999999998
2018-06-29 05:02:19.102,1.16546,1.16549
2018-06-29 05:02:20.372,1.16547,1.16549
2018-06-29 05:02:20.429,1.16547,1.1655
2018-06-29 05:02:20.463,1.1654799999999998,1.1655
2018-06-29 05:02:20.489,1.1654799999999998,1.16551
2018-06-29 05:02:21.696,1.1654799999999998,1.1655
2018-06-29 05:02:21.867,1.1654799999999998,1.16551
2018-06-29 05:02:22.763,1.1654799999999998,1.1655
2018-06-29 05:02:22.767,1.16547,1.1655
2018-06-29 05:02:22.823,1.16547,1.16549
2018-06-29 05:02:22.851,1.16547,1.1654799999999998
2018-06-29 05:02:22.870,1.16544,1.1654799999999998
2018-06-29 05:02:22.905,1.16545,1.1654799999999998
2018-06-29 05:02:22.911,1.16545,1.16547
2018-06-29 05:02:22.916,1.16545,1.1654799999999998
2018-06-29 05:02:22.921,1.16545,1.16547
2018-06-29 05:02:22.925,1.16545,1.16546
2018-06-29 05:02:22.929,1.16544,1.16546
2018-06-29 05:02:22.931,1.16544,1.16544
2018-06-29 05:02:22.955,1.16543,1.16544
2018-06-29 05:02:22.987,1.1654200000000001,1.16544
2018-06-29 05:02:23.020,1.1654200000000001,1.1654200000000001
2018-06-29 05:02:23.023,1.1654200000000001,1.16543
2018-06-29 05:02:23.030,1.1654,1.16543
2018-06-29 05:02:23.039,1.1654,1.1654200000000001
2018-06-29 05:02:23.053,1.1654,1.16541
2018-06-29 05:02:23.055,1.16539,1.16541
2018-06-29 05:02:23.084,1.16539,1.1654
2018-06-29 05:02:23.122,1.16539,1.16541
2018-06-29 05:02:23.142,1.16539,1.1654
2018-06-29 05:02:23.191,1.16539,1.16541
2018-06-29 05:02:23.201,1.16539,1.1654
2018-06-29 05:02:24.857,1.16539,1.16539
2018-06-29 05:02:24.879,1.1653799999999999,1.16539
2018-06-29 05:02:24.931,1.16537,1.16539
2018-06-29 05:02:24.943,1.16537,1.1654
2018-06-29 05:02:24.983,1.16537,1.16539
2018-06-29 05:02:25.094,1.16537,1.1653799999999999
2018-06-29 05:02:27.057,1.16536,1.1653799999999999
2018-06-29 05:02:32.010,1.16536,1.16539
2018-06-29 05:02:32.012,1.16537,1.16539
2018-06-29 05:02:32.020,1.16537,1.1654
2018-06-29 05:02:32.038,1.1653799999999999,1.16541
2018-06-29 05:02:32.062,1.16539,1.1654200000000001
2018-06-29 05:02:32.091,1.16539,1.16543
2018-06-29 05:02:32.098,1.1654,1.16543
2018-06-29 05:02:32.133,1.1654,1.16544
2018-06-29 05:02:32.167,1.16541,1.16544
2018-06-29 05:02:32.177,1.1654200000000001,1.16544
2018-06-29 05:02:32.194,1.1654200000000001,1.16545
2018-06-29 05:02:32.200,1.16543,1.16545
2018-06-29 05:02:32.303,1.16544,1.16545
2018-06-29 05:02:32.431,1.16544,1.16546
2018-06-29 05:02:33.591,1.16544,1.16545
2018-06-29 05:02:33.637,1.16543,1.16543
2018-06-29 05:02:33.723,1.16543,1.16545
2018-06-29 05:02:33.728,1.1654200000000001,1.16544
2018-06-29 05:02:33.746,1.16541,1.16544
2018-06-29 05:02:33.749,1.16541,1.16543
2018-06-29 05:02:33.831,1.1654200000000001,1.16543
2018-06-29 05:02:33.850,1.1654200000000001,1.16544
2018-06-29 05:02:33.942,1.16541,1.16544
2018-06-29 05:02:36.796,1.1654200000000001,1.16544
2018-06-29 05:02:38.379,1.16543,1.16546
2018-06-29 05:02:38.392,1.16544,1.16546
2018-06-29 05:02:38.398,1.16545,1.16546
2018-06-29 05:02:38.400,1.1654799999999998,1.16547
2018-06-29 05:02:38.409,1.1654799999999998,1.1654799999999998
2018-06-29 05:02:38.421,1.1654799999999998,1.16549
2018-06-29 05:02:38.423,1.1654799999999998,1.1655
2018-06-29 05:02:38.449,1.16549,1.1655
2018-06-29 05:02:38.466,1.1655,1.16551
2018-06-29 05:02:38.471,1.1655,1.1655200000000001
2018-06-29 05:02:38.477,1.16551,1.1655200000000001
2018-06-29 05:02:38.553,1.16551,1.16553
2018-06-29 05:02:38.708,1.1655200000000001,1.16553
2018-06-29 05:02:38.716,1.1655200000000001,1.16554
2018-06-29 05:02:40.291,1.1655200000000001,1.16553
2018-06-29 05:02:40.423,1.16551,1.1655200000000001
2018-06-29 05:02:40.438,1.16551,1.16551
2018-06-29 05:02:40.446,1.16549,1.16551
2018-06-29 05:02:40.477,1.16549,1.1655
2018-06-29 05:02:40.492,1.16549,1.16549
2018-06-29 05:02:40.497,1.1654799999999998,1.16549
2018-06-29 05:02:40.522,1.16547,1.16549
2018-06-29 05:02:40.529,1.16547,1.1654799999999998
2018-06-29 05:02:41.016,1.16547,1.16549
2018-06-29 05:02:44.367,1.1654799999999998,1.16549
2018-06-29 05:02:44.369,1.1654799999999998,1.1655
2018-06-29 05:02:44.372,1.1654799999999998,1.16551
2018-06-29 05:02:44.392,1.1655,1.16551
2018-06-29 05:02:44.417,1.16549,1.16551
2018-06-29 05:02:44.434,1.1655,1.16551
2018-06-29 05:02:44.448,1.1655,1.16553
2018-06-29 05:02:44.467,1.1655200000000001,1.16553
2018-06-29 05:02:44.499,1.1655200000000001,1.16554
2018-06-29 05:02:44.520,1.1655200000000001,1.16553
2018-06-29 05:02:44.543,1.16551,1.16553
2018-06-29 05:02:44.589,1.16551,1.16554
2018-06-29 05:02:45.277,1.1655200000000001,1.16554
2018-06-29 05:02:46.549,1.1655200000000001,1.16553
2018-06-29 05:02:46.939,1.1655200000000001,1.16554
2018-06-29 05:02:47.011,1.1655200000000001,1.16555
2018-06-29 05:02:48.592,1.16553,1.16556
2018-06-29 05:02:48.616,1.16554,1.16556
2018-06-29 05:02:48.645,1.16554,1.16555
2018-06-29 05:02:48.681,1.16554,1.16556
2018-06-29 05:02:48.698,1.16555,1.16556
2018-06-29 05:02:48.721,1.16555,1.16557
2018-06-29 05:02:49.845,1.16556,1.16557
2018-06-29 05:02:49.849,1.16556,1.1655799999999998
2018-06-29 05:02:49.915,1.16557,1.1655799999999998
2018-06-29 05:02:49.941,1.16557,1.16559
2018-06-29 05:02:50.415,1.1655799999999998,1.1655799999999998
2018-06-29 05:02:50.482,1.1655799999999998,1.16559
2018-06-29 05:02:50.491,1.1655799999999998,1.1655799999999998
2018-06-29 05:02:50.515,1.16556,1.1655799999999998
2018-06-29 05:02:50.531,1.16556,1.16557
2018-06-29 05:02:50.818,1.16556,1.16556
2018-06-29 05:02:50.823,1.16555,1.16556
2018-06-29 05:02:50.861,1.16554,1.16556
2018-06-29 05:02:52.537,1.16554,1.16555
2018-06-29 05:02:52.632,1.16553,1.16555
2018-06-29 05:02:52.641,1.16553,1.16554
2018-06-29 05:02:54.944,1.1655200000000001,1.16554
2018-06-29 05:02:57.965,1.16553,1.16555
2018-06-29 05:02:57.987,1.16554,1.16555
2018-06-29 05:02:58.021,1.16554,1.16556
2018-06-29 05:02:59.481,1.16553,1.16556
2018-06-29 05:03:01.046,1.16554,1.16556
2018-06-29 05:03:01.049,1.16554,1.16557
2018-06-29 05:03:01.071,1.16556,1.16557
2018-06-29 05:03:01.155,1.16556,1.1655799999999998
2018-06-29 05:03:01.258,1.16556,1.16559
2018-06-29 05:03:01.329,1.16557,1.16559
2018-06-29 05:03:01.407,1.16557,1.1656
2018-06-29 05:03:01.606,1.16557,1.16559
2018-06-29 05:03:02.465,1.16557,1.1656
2018-06-29 05:03:06.521,1.16557,1.16559
2018-06-29 05:03:09.995,1.1655799999999998,1.16559
2018-06-29 05:03:09.997,1.1655799999999998,1.1656
2018-06-29 05:03:09.999,1.16559,1.1656
2018-06-29 05:03:10.005,1.1655799999999998,1.1656
2018-06-29 05:03:10.008,1.16559,1.1656
2018-06-29 05:03:10.012,1.1656,1.1656
2018-06-29 05:03:10.026,1.1656,1.16561
2018-06-29 05:03:10.056,1.1656,1.16562
2018-06-29 05:03:10.061,1.16561,1.16562
2018-06-29 05:03:10.089,1.16561,1.16563
2018-06-29 05:03:10.101,1.1656,1.16563
2018-06-29 05:03:10.107,1.16561,1.16564
2018-06-29 05:03:10.152,1.16563,1.16564
2018-06-29 05:03:10.185,1.16564,1.16564
2018-06-29 05:03:10.190,1.16562,1.16564
2018-06-29 05:03:10.206,1.16561,1.16564
2018-06-29 05:03:10.316,1.16563,1.16564
2018-06-29 05:03:10.687,1.16561,1.16564
2018-06-29 05:03:12.588,1.16562,1.16564
2018-06-29 05:03:12.590,1.16564,1.16564
2018-06-29 05:03:12.593,1.1656600000000001,1.16564
2018-06-29 05:03:12.610,1.1656600000000001,1.1656600000000001
2018-06-29 05:03:12.625,1.1656600000000001,1.16567
2018-06-29 05:03:12.651,1.16565,1.16567
2018-06-29 05:03:12.654,1.1656600000000001,1.1656799999999998
2018-06-29 05:03:12.711,1.16565,1.1656799999999998
2018-06-29 05:03:12.786,1.1656600000000001,1.1656799999999998
2018-06-29 05:03:13.354,1.16565,1.1656799999999998
2018-06-29 05:03:13.493,1.1656600000000001,1.1656799999999998
2018-06-29 05:03:13.592,1.16565,1.16567
2018-06-29 05:03:13.603,1.16565,1.1656600000000001
2018-06-29 05:03:13.616,1.16564,1.16565
2018-06-29 05:03:13.619,1.16563,1.16565
2018-06-29 05:03:13.638,1.16563,1.16564
2018-06-29 05:03:13.670,1.16562,1.16564
2018-06-29 05:03:13.694,1.16561,1.16564
2018-06-29 05:03:13.808,1.1656,1.16564
2018-06-29 05:03:14.177,1.1656,1.16563
2018-06-29 05:03:15.948,1.16561,1.16563
2018-06-29 05:03:17.338,1.16561,1.16564
2018-06-29 05:03:18.902,1.16562,1.16565
2018-06-29 05:03:18.915,1.16564,1.16565
2018-06-29 05:03:18.925,1.16564,1.1656600000000001
2018-06-29 05:03:19.405,1.16564,1.16565
2018-06-29 05:03:19.417,1.16562,1.16565
2018-06-29 05:03:19.469,1.16561,1.16565
2018-06-29 05:03:19.515,1.16561,1.16564
2018-06-29 05:03:19.557,1.16561,1.16563
2018-06-29 05:03:19.575,1.16559,1.16563
2018-06-29 05:03:19.622,1.16559,1.16561
2018-06-29 05:03:19.629,1.1655799999999998,1.16561
2018-06-29 05:03:19.661,1.16557,1.1656
2018-06-29 05:03:19.729,1.16557,1.16559
2018-06-29 05:03:19.766,1.16556,1.16559
2018-06-29 05:03:19.846,1.16556,1.1655799999999998
2018-06-29 05:03:19.859,1.16555,1.1655799999999998
2018-06-29 05:03:20.122,1.16555,1.16557
2018-06-29 05:03:20.126,1.16555,1.16556
2018-06-29 05:03:20.128,1.16554,1.16556
2018-06-29 05:03:20.200,1.16554,1.16555
2018-06-29 05:03:20.202,1.16553,1.16555
2018-06-29 05:03:20.210,1.16553,1.16554
2018-06-29 05:03:20.216,1.16553,1.16553
2018-06-29 05:03:20.219,1.16553,1.16554
2018-06-29 05:03:20.227,1.1655200000000001,1.16554
2018-06-29 05:03:20.285,1.16551,1.16554
2018-06-29 05:03:20.318,1.16551,1.16553
2018-06-29 05:03:20.570,1.1655,1.16553
2018-06-29 05:03:21.387,1.1655200000000001,1.16553
2018-06-29 05:03:21.398,1.1655,1.16553
2018-06-29 05:03:21.415,1.16551,1.16553
2018-06-29 05:03:21.451,1.1655200000000001,1.16553
2018-06-29 05:03:21.458,1.1655200000000001,1.16554
2018-06-29 05:03:21.502,1.1655200000000001,1.16555
2018-06-29 05:03:21.758,1.16553,1.16555
2018-06-29 05:03:21.761,1.16553,1.16556
2018-06-29 05:03:22.172,1.16554,1.16556
2018-06-29 05:03:22.208,1.16554,1.16557
2018-06-29 05:03:22.279,1.16555,1.16557
2018-06-29 05:03:25.536,1.16555,1.16556
2018-06-29 05:03:26.317,1.16555,1.16557
2018-06-29 05:03:26.351,1.16555,1.16556
2018-06-29 05:03:26.353,1.16553,1.16556
2018-06-29 05:03:26.375,1.16553,1.16555
2018-06-29 05:03:26.377,1.1655200000000001,1.16555
2018-06-29 05:03:26.413,1.1655200000000001,1.16554
2018-06-29 05:03:26.445,1.1655200000000001,1.16553
2018-06-29 05:03:26.569,1.16551,1.16553
2018-06-29 05:03:26.594,1.1655,1.16553
2018-06-29 05:03:27.418,1.16551,1.16553
2018-06-29 05:03:27.505,1.1655200000000001,1.16553
2018-06-29 05:03:27.522,1.1655200000000001,1.16555
2018-06-29 05:03:28.436,1.16554,1.16555
2018-06-29 05:03:28.476,1.16554,1.16557
2018-06-29 05:03:28.541,1.16555,1.16557
2018-06-29 05:03:29.405,1.16555,1.1655799999999998
2018-06-29 05:03:29.471,1.16556,1.1655799999999998
2018-06-29 05:03:29.507,1.16556,1.16559
2018-06-29 05:03:31.156,1.16557,1.16559
2018-06-29 05:03:31.188,1.16556,1.16559
2018-06-29 05:03:33.596,1.16557,1.16559
2018-06-29 05:03:33.609,1.1655799999999998,1.16559
2018-06-29 05:03:33.620,1.1656,1.16561
2018-06-29 05:03:33.681,1.1656,1.16562
2018-06-29 05:03:34.281,1.1656,1.16561
2018-06-29 05:03:34.398,1.16559,1.16561
2018-06-29 05:03:35.561,1.1656,1.16561
2018-06-29 05:03:36.957,1.1656,1.16562
2018-06-29 05:03:37.094,1.16561,1.16562
2018-06-29 05:03:37.132,1.16561,1.16563
2018-06-29 05:03:37.529,1.16562,1.16563
2018-06-29 05:03:37.531,1.16563,1.16563
2018-06-29 05:03:37.557,1.16564,1.1656600000000001
2018-06-29 05:03:37.564,1.16564,1.16567
2018-06-29 05:03:37.577,1.16565,1.16567
2018-06-29 05:03:37.641,1.16565,1.1656799999999998
2018-06-29 05:03:37.671,1.1656600000000001,1.1656799999999998
2018-06-29 05:03:38.280,1.1656600000000001,1.16567
2018-06-29 05:03:38.309,1.16565,1.16567
2018-06-29 05:03:38.332,1.16565,1.1656799999999998
2018-06-29 05:03:38.355,1.16565,1.16567
2018-06-29 05:03:38.487,1.16564,1.16567
2018-06-29 05:03:40.270,1.1656600000000001,1.16567
2018-06-29 05:03:40.272,1.1656600000000001,1.1656799999999998
2018-06-29 05:03:40.338,1.16565,1.1656799999999998
2018-06-29 05:03:40.457,1.1656600000000001,1.1656799999999998
2018-06-29 05:03:40.657,1.16565,1.1656799999999998
2018-06-29 05:03:42.666,1.1656600000000001,1.1656799999999998
2018-06-29 05:03:42.682,1.1656600000000001,1.16569
2018-06-29 05:03:43.110,1.16567,1.16569
2018-06-29 05:03:43.114,1.1656799999999998,1.16569
2018-06-29 05:03:43.172,1.1656799999999998,1.1657
2018-06-29 05:03:43.197,1.16569,1.16571
2018-06-29 05:03:43.275,1.16569,1.1657
2018-06-29 05:03:43.289,1.16569,1.16569
2018-06-29 05:03:43.300,1.16567,1.16569
2018-06-29 05:03:43.342,1.1656600000000001,1.16569
2018-06-29 05:03:43.354,1.1656600000000001,1.1656799999999998
2018-06-29 05:03:43.392,1.16565,1.1656799999999998
2018-06-29 05:03:46.239,1.16565,1.16567
2018-06-29 05:03:49.402,1.16565,1.1656799999999998
2018-06-29 05:03:49.447,1.16565,1.16567
2018-06-29 05:03:50.702,1.1656600000000001,1.16567
2018-06-29 05:03:52.009,1.16565,1.16567
2018-06-29 05:03:57.967,1.16565,1.1656600000000001
2018-06-29 05:03:57.977,1.16565,1.16565
2018-06-29 05:03:57.995,1.16562,1.16564
2018-06-29 05:03:58.022,1.16562,1.16563
2018-06-29 05:03:58.038,1.16561,1.16562
2018-06-29 05:03:58.048,1.16561,1.16561
2018-06-29 05:03:58.068,1.16561,1.1656
2018-06-29 05:03:58.072,1.1655799999999998,1.1656
2018-06-29 05:03:58.119,1.1655799999999998,1.16559
2018-06-29 05:03:58.126,1.16557,1.16559
2018-06-29 05:03:58.159,1.16557,1.1655799999999998
2018-06-29 05:03:58.171,1.16555,1.16557
2018-06-29 05:03:58.326,1.16555,1.16556
2018-06-29 05:03:58.616,1.16554,1.16556
2018-06-29 05:03:58.761,1.16555,1.16556
2018-06-29 05:03:59.091,1.16555,1.16557
2018-06-29 05:04:00.320,1.16556,1.1655799999999998
2018-06-29 05:04:01.591,1.16556,1.16556
2018-06-29 05:04:01.595,1.16555,1.16556
2018-06-29 05:04:05.071,1.16555,1.16557
2018-06-29 05:04:06.045,1.16555,1.16556
2018-06-29 05:04:08.466,1.16555,1.16557
2018-06-29 05:04:08.975,1.16555,1.16556
2018-06-29 05:04:08.979,1.16555,1.16555
2018-06-29 05:04:08.982,1.16555,1.16554
2018-06-29 05:04:09.003,1.16554,1.16554
2018-06-29 05:04:09.037,1.1655200000000001,1.16554
2018-06-29 05:04:09.042,1.1655200000000001,1.16553
2018-06-29 05:04:09.062,1.16551,1.16553
2018-06-29 05:04:18.073,1.16551,1.1655200000000001
2018-06-29 05:04:18.085,1.1655,1.1655200000000001
2018-06-29 05:04:18.191,1.16551,1.1655200000000001
2018-06-29 05:04:18.341,1.16551,1.16553
